VIN (1-10),Geography_ID,DOL Vehicle ID
"5YJ3E1EA9M","GEO638",180567047
"JTMABACAXS","GEO638",279209955
"7SAYGDEF7N","GEO638",240013490
"7SAYGDED2R","GEO638",269545293
"1V2DSPE86S","GEO638",281724537
"5YJ3E1EB1K","GEO638",224253928
"7SAYGDEE8S","GEO638",278326359
"5YJ3E1EA9R","GEO638",267116055
"1V2JNPE84P","GEO638",262778890
"7SAYGDEE9T","GEO638",281939556
"7YAKRDDC2T","GEO638",288012133
"5YJ3E1EA1P","GEO638",254824216
"7SAYGAEE7N","GEO638",213768418
"1C4RJXP69R","GEO638",255513401
"7SAYGDEE5T","GEO638",287955909
"7SAYGAEE9R","GEO638",270943060
"JN8AF0BE2S","GEO638",278971479
"7SAYGDEE1S","GEO638",273202380
"7SAYGAEE4P","GEO638",228786295
"LPSED3KA9N","GEO638",202309425
"5YJ3E1EA1R","GEO638",261947318
"7SAYGDEE5P","GEO638",240389985
"JTDKARFP2H","GEO638",219719027
"7SAYGAEE8N","GEO638",186500961
"7SAYGDEE2R","GEO638",273121957
"KM8K33AGXN","GEO638",175397169
"YV4H60PEXS","GEO638",284685817
"7SAYGAEE3N","GEO638",203901148
"7SAYGDEEXT","GEO638",282298642
"YV4BC0PLXG","GEO638",137571346
"7SAYGDEE4P","GEO638",288010621
"7PDSGBBA9R","GEO638",268035512
"7SAXCAE56S","GEO638",277000538
"5YJ3E1EBXM","GEO638",280933439
"7SAYGDEE8P","GEO638",255071603
"KNDAFFS58R","GEO638",270675779
"7SAYGAEE2S","GEO638",275899256
"5YJYGDEE1L","GEO638",257885393
"5YJ3E1EBXS","GEO638",285424492
"5YJYGDEE8M","GEO638",267185824
"7SAYGDEE6T","GEO638",280368602
"5YJSA1E24K","GEO638",203089428
"5YJXCBE20K","GEO638",309486383
"7SAYGDEE3N","GEO638",187302349
"7SAYGDEE7R","GEO638",268769567
"7SAYGDEE8P","GEO638",249817879
"5YJ3E1EC3P","GEO638",233756442
"5YJ3E1EA1P","GEO638",233061748
"7SAYGDEE3N","GEO638",196084528
"7PDSGBBA4R","GEO638",264907219
"7SAYGAEE2P","GEO638",231099158
"7SAYGDEE9P","GEO638",244387755
"1N4AZ0CP1D","GEO638",217269790
"5YJYGDEE7L","GEO638",110336901
"5YJ3E1EB0R","GEO638",274043920
"KM8KRDAF2N","GEO638",216689049
"5YJSA1E24J","GEO638",303590619
"1G1FZ6S05P","GEO638",270346044
"YV4ED3UL3P","GEO638",253245408
"7SAXCAE57P","GEO638",256024044
"5YJSA1E11G","GEO638",146982160
"7SAYGDEE6T","GEO638",278312639
"WB523CF07S","GEO638",276889735
"YV4ED3GL4P","GEO638",245843062
"5YJYGDEE4M","GEO638",172536857
"7SAYGDEE2P","GEO638",229875915
"5YJSA1E54N","GEO638",216600541
"5YJ3E1EA3L","GEO638",4823486
"5YJSA1AG9D","GEO638",215795177
"7SAYGAEE5P","GEO638",260659297
"JTDKN3DP2F","GEO638",115495894
"7SAYGAEEXR","GEO638",262928242
"7SAYGDEE0N","GEO638",244479070
"7SAYGAEE3N","GEO638",214705200
"W1N9M0KB0R","GEO638",278450455
"7SAYGAEE4N","GEO638",216806271
"7SAYGDEE8R","GEO638",268617471
"7PDSGBBA3S","GEO638",276532756
"YV4ER3XM3R","GEO638",267838686
"7SAYGDEE5T","GEO638",280563867
"7SAYGAEE8N","GEO638",216637991
"1N4CZ1CV6S","GEO638",276862099
"JTDKARFP1J","GEO638",207271284
"5YJYGDEE0M","GEO638",169420674
"5YJ3E1EA7T","GEO638",290066360
"5YJYGDEE1M","GEO638",171174153
"7SAYGDEE0T","GEO638",281134297
"5YJ3E1EB6K","GEO638",296777442
"KM8KRDAFXP","GEO638",228408848
"1N4AZ1CP6J","GEO638",346377342
"KM8HE3A61S","GEO638",283432957
"1N4AZ0CP3D","GEO638",200438829
"7SAXCDE55P","GEO638",259674369
"7SAYGAEE4R","GEO638",286953831
"7SAYGDEE3P","GEO638",221346380
"7SAYGDED8R","GEO638",264283183
"WB523CF03S","GEO638",276438179
"KMUKB4SA7R","GEO638",284582126
"WVWKR7AU2K","GEO638",478424999
"7SAYGDEE5R","GEO638",264523710
"5YJ3E1EA7N","GEO638",211252555
"7SAYGDEEXP","GEO638",224455171
"1C4RJXU65R","GEO638",265063277
"5YJ3E1EA4R","GEO638",272281250
"7SAYGDEE5N","GEO638",220452662
"7SAXCBE58P","GEO638",236303770
"7SAYGDEE5T","GEO638",280709768
"5YJ3E1EB7R","GEO638",262969850
"JTMABABA3S","GEO638",284470917
"5YJ3E1EC9N","GEO638",276873908
"JTDKARFP5H","GEO638",313416743
"7SAYGDEE7S","GEO638",274774216
"WBA33AG07P","GEO638",224638081
"7SAYGDEE3T","GEO638",286722061
"1N4AZ1CV9N","GEO638",196338852
"7SAYGDEE9N","GEO638",190556180
"7SAYGDEE1T","GEO638",287417133
"5YJSA1E26J","GEO638",475424666
"5YJ3E1EA0S","GEO638",286481443
"1V2DSPE88S","GEO638",285979375
"7G2CEHEE6R","GEO638",271842791
"5YJYGDEE3M","GEO638",178966700
"7PDSGABA3P","GEO638",264269344
"5YJ3E1EB8N","GEO638",281287289
"2C4RC1L78P","GEO638",278189075
"1N4AZ0CP6F","GEO638",177326635
"7SAYGDEE3P","GEO638",251017546
"1N4AZ0CP2D","GEO638",251648211
"7SAYGDED2T","GEO638",284084776
"7SAYGDED7S","GEO638",280541460
"5YJ3E1EA3T","GEO638",287328079
"7SAYGDEE8S","GEO638",278308264
"7SAYGDEF5S","GEO638",276292096
"JM3KJEHA3S","GEO638",269814758
"7SAYGDEE3N","GEO638",224436306
"1G1FX6S02J","GEO638",240511722
"KNDCR3L11R","GEO638",260395656
"5YJ3E1EB5J","GEO638",475684856
"7SAXCAE50R","GEO638",288979617
"5YJYGDEE6M","GEO638",180094764
"7SAYGAEE6N","GEO638",206943551
"7SAXCAE51P","GEO638",256990093
"5YJSA1E28J","GEO638",475470138
"KNDC3DLC4R","GEO638",269995022
"7SAYGAEE5R","GEO638",267935776
"KM8KMDAF4N","GEO638",258881360
"YV4H60RM0S","GEO638",272743894
"WP0BA2Y19N","GEO638",214745604
"WMEEJ9AA6E","GEO638",348312072
"YV4H60DL5R","GEO638",259060938
"1N4CZ1CV8P","GEO638",256197266
"7SAYGAEE9S","GEO638",274981654
"7SAYGDEE3P","GEO638",287029690
"5YJ3E1EB4N","GEO638",220475167
"5YJ3E1EB7S","GEO638",284337595
"YV4H60DM8R","GEO638",258871238
"1N4AZ0CP3F","GEO638",204795
"7SAYGAEE4N","GEO638",217022396
"7FCTGAAA5P","GEO638",230259137
"7SAYGDEE0P","GEO638",244853647
"7SAYGDEE7P","GEO638",253623716
"YV4BR0CZ5N","GEO638",183346033
"7SAYGDEE7P","GEO638",244557309
"5YJYGDEE5M","GEO638",288450851
"3FMTK3SU5R","GEO638",270095822
"7SAYGDEE3N","GEO638",195369982
"7SAYGDEE5P","GEO638",286774981
"KM8JBDD27R","GEO638",278334241
"5YJ3E1EB8J","GEO638",135200278
"1N4AZ0CP1D","GEO638",8176010
"5YJ3E1EAXS","GEO638",284890511
"5YJ3E1EB1J","GEO638",475097857
"7SAYGAEE8P","GEO638",240896253
"5YJ3E1EC8N","GEO638",204813325
"KMUKCDSC8T","GEO638",285909319
"7SAYGDEE5T","GEO638",289118889
"KNDC3DLC7P","GEO638",257104669
"KNDCR3L18S","GEO638",281518534
"7SAYGDEEXT","GEO638",282204695
"5YJ3E1EB1S","GEO638",277865864
"5YJ3E1EB0J","GEO638",337034792
"7SAXCAE54N","GEO638",206992838
"7SAYGDEF8N","GEO638",187617601
"7SAYGDEF7N","GEO638",219373591
"4JGFB4GB3R","GEO638",264856861
"7SAYGDEE4T","GEO638",288065165
"1G1FX6S00H","GEO638",221764644
"5YJSA1E25K","GEO638",477063562
"1N4AZ1CP0J","GEO638",185413168
"JTMEB3FV0P","GEO638",278910873
"4JGGM1CB3S","GEO638",281319552
"7SAYGDEE8P","GEO638",237869474
"7SAYGDED2S","GEO638",274951974
"YV4H60RM2S","GEO638",270064105
"1N4BZ1BV6M","GEO638",274607028
"7FCTGAAA5N","GEO638",220740313
"7SAYGDEE1N","GEO638",223866709
"YV4BC0PM5H","GEO638",321385214
"7SAYGDEE3R","GEO638",267747217
"5YJXCAE2XL","GEO638",2223427
"7SAYGDEE5T","GEO638",284411718
"5YJ3E1EB6S","GEO638",277686328
"7SAYGDED7T","GEO638",282493963
"7SAYGAEE4N","GEO638",207024254
"7SAYGDEE1P","GEO638",255166495
"5YJXCAE23J","GEO638",175341806
"1N4AZ1BV9N","GEO638",193819538
"1V2JNPE81P","GEO638",262926828
"1G1FY6S02M","GEO638",280816469
"5YJSA1E59N","GEO638",195384689
"7SAYGAEE3P","GEO638",259254649
"7SAXCBE5XN","GEO638",282573595
"5YJ3E1EA3J","GEO638",474970905
"5YJYGDEE5M","GEO638",236444890
"KNDPYDAH7P","GEO638",261314623
"7SAYGDEE8R","GEO638",284655633
"2C4RC1N70M","GEO638",183052110
"5YJ3E1EA8R","GEO638",265293948
"5YJSA1E21J","GEO638",180730168
"KNDPZDDH4S","GEO638",273779747
"50EA1PGAXR","GEO638",276637399
"7SAYGDEE1P","GEO638",238815636
"7SAYGAEE0R","GEO638",267878173
"5YJ3E1EA1S","GEO638",280572540
"7SAYGDEEXR","GEO638",268672043
"5YJ3E1EB7N","GEO638",193965250
"7SAYGDEEXR","GEO638",273765061
"5YJ3E1EA9S","GEO638",283099505
"7SAYGDEE2R","GEO638",267554773
"5YJ3E1EB6J","GEO638",112708858
"1G1FZ6S08P","GEO638",269941577
"5YJYGDEE3L","GEO638",113080775
"5YJ3E1EB0N","GEO638",187562910
"5YJYGDEE4M","GEO638",168385234
"5YJSA1E52P","GEO638",285107098
"5YJ3E1EA4P","GEO638",252677302
"7SAYGDEE3S","GEO638",274043150
"7SAYGDEF1P","GEO638",237821314
"7SAYGDEE9T","GEO638",287611173
"7SAYGDEE7T","GEO638",282316695
"5YJ3E1EB3N","GEO638",212370112
"WB533CF0XR","GEO638",262937090
"YV4H60RM0S","GEO638",280939081
"1V2DNPE84P","GEO638",253682488
"5YJXCBE23L","GEO638",127166259
"JTMFB3FV0M","GEO638",219481055
"JTDKARFP2J","GEO638",293447367
"7SAYGDEE1R","GEO638",262713132
"7SAYGDEE1T","GEO638",288713701
"WVWPR7AU9K","GEO638",120505948
"JN1BF0BA8R","GEO638",276605430
"7PDSGBBA3S","GEO638",276010556
"3FA6P0SU0F","GEO638",183878383
"2C4RC1N7XN","GEO638",272543120
"WB523CF02R","GEO638",269582078
"5YJ3E1EA1L","GEO638",112120340
"5YJ3E1EA4J","GEO638",476356716
"5YJYGAEE9M","GEO638",179395765
"WA1L2BFZXP","GEO638",257981951
"5YJ3E1EA3M","GEO638",171198947
"5UX43EU00T","GEO638",284939763
"5YJ3E1EA7P","GEO638",227309239
"5YJ3E1EA1S","GEO638",278365797
"5YJ3E1EBXK","GEO638",154434185
"7SAYGDEE5P","GEO638",240716871
"7FCTGAAA1N","GEO638",212262424
"7SAYGDEEXN","GEO638",219529985
"5YJ3E1EA0L","GEO638",104810989
"5YJ3E1EB2K","GEO638",478838888
"3MW39FS04P","GEO638",226044598
"7SAYGAEE4P","GEO638",237845170
"5YJXCBE29L","GEO638",268214124
"5YJ3E1EA9P","GEO638",253414794
"7SAYGDEE1T","GEO638",284393595
"3FMTK4SX7S","GEO638",287676049
"7SAYGDEF3S","GEO638",274297565
"1G1FW6S0XP","GEO638",278095303
"3FMTK4SX7R","GEO638",276898058
"5YJ3E1EA1P","GEO638",256099028
"7SAYGDEE5N","GEO638",216642527
"5UX43EU04T","GEO638",290634011
"7G2CEHED4R","GEO638",287370758
"5YJ3E1EB2J","GEO638",476255860
"5YJSA1CN9D","GEO638",111509107
"JTMABABA6P","GEO638",234925351
"7SAYGDEE9P","GEO638",252349779
"50EA1TEA0P","GEO638",249867187
"5YJYGDEE0M","GEO638",150172697
"WA1B5BFZXS","GEO638",290633297
"WP1AE2A2XJ","GEO638",169256713
"1G1RC6S52J","GEO638",234911470
"3GN7DNRRXS","GEO638",285131675
"1G1FX6S08P","GEO638",257977303
"WBY73AW01P","GEO638",253599538
"WA1E2AFY1M","GEO638",263266300
"7SAYGDEF0R","GEO638",274170690
"7SAYGDEE8P","GEO638",238985932
"7PDSGBBA7S","GEO638",280252143
"WB523CF04S","GEO638",282581127
"5YJ3E1EA7K","GEO638",476996740
"3GNKDCRJXR","GEO638",280938591
"WMW13DJ03P","GEO638",224343479
"1G1FW6S08H","GEO638",340243207
"5YJ3E1EBXJ","GEO638",277379161
"WMW13DJ06P","GEO638",209443580
"JTDKARFP4K","GEO638",286701453
"7SAYGDEE2P","GEO638",262240751
"JTMFB3FVXM","GEO638",276662879
"KNDAEFS57R","GEO638",265823274
"7SAYGDEE0R","GEO638",271822862
"5YJ3E1EB7N","GEO638",185750694
"YV4ED3UB3N","GEO638",202189445
"7SAYGDEE8T","GEO638",285220099
"5YJ3E1EA0M","GEO638",151033578
"7SAYGDEEXR","GEO638",270138200
"5YJYGDEE4M","GEO638",132370052
"1GYKPNRL4S","GEO638",280019113
"7SAYGAEE5R","GEO638",264455250
"7SAYGDEE2T","GEO638",278721229
"5YJ3E1EA8T","GEO638",286773014
"7SAYGDEE2P","GEO638",224695523
"YV4ED3UL0P","GEO638",258959018
"7SAYGAEE3R","GEO638",268994113
"7SAYGAEE2P","GEO638",252464502
"5YJ3E1EA0P","GEO638",258978107
"7SAYGDEE6R","GEO638",269529900
"7SAYGDEDXR","GEO638",265837666
"5YJ3E1EA0J","GEO638",115625709
"1G1FX6S08N","GEO638",269335356
"7SAYGAEE7P","GEO638",259045104
"3C3CFFGE8J","GEO638",177888707
"5YJSA1E48J","GEO638",474665334
"7SAYGDEE4R","GEO638",267797939
"7SAYGDED2T","GEO638",287067609
"7SAYGAEE2P","GEO638",260884697
"3FMTK4SE4N","GEO638",223900428
"5YJYGAEE1M","GEO638",181287340
"5YJ3E1EA2R","GEO638",261653990
"KNDCS3LF0P","GEO638",273605986
"WP0BA2Y16N","GEO638",187544633
"WB523CF03S","GEO638",278801330
"YV4ED3UM8P","GEO638",286525361
"2C4RC1N79P","GEO638",272572905
"KNDCC3LD3J","GEO638",195678801
"7SAYGDEE0P","GEO638",260774097
"1N4AZ1CP2K","GEO638",8175597
"1N4AZ1CVXM","GEO638",150156373
"7SAYGDEE8N","GEO638",204963769
"YV4BR0CL7N","GEO638",182706170
"5YJ3E1EB0L","GEO638",6069451
"KNDCC3LG9N","GEO638",276197372
"7SAYGDEE8R","GEO638",262476441
"7SAXCBE54P","GEO638",228058036
"7G2CEHED1R","GEO638",269899542
"7SAYGDED7T","GEO638",287014913
"7SAXCAE57S","GEO638",276884198
"7SAYGDEE4R","GEO638",269984375
"5UXTA6C03P","GEO638",224467841
"1V2WNPE81P","GEO638",249923047
"7SAYGDEF7N","GEO638",193935339
"7SAXCBE54R","GEO638",263018976
"7SAYGDEE6P","GEO638",245529028
"7SAYGDEE6N","GEO638",198548381
"YV4ED3UR7N","GEO638",194901066
"7SAYGAEE6P","GEO638",259174303
"5YJ3E1EA1M","GEO638",285121308
"7SAXCBE55P","GEO638",273847493
"5YJ3E1EB0M","GEO638",282523013
"1G1FZ6S07L","GEO638",131499147
"JTMABACA7S","GEO638",278033885
"5YJ3E1EB3N","GEO638",219740559
"5YJYGDEE7L","GEO638",125997007
"1N4AZ0CP8F","GEO638",198626592
"5YJYGDEE4M","GEO638",166506665
"5YJXCAE21H","GEO638",348746877
"7PDSGBBA1R","GEO638",269744912
"5YJ3E1EBXN","GEO638",215075920
"JTJHKCFZ4S","GEO638",271703218
"KM8S7DA26N","GEO638",197436620
"7FCTGBAA0P","GEO638",262339563
"YV4H60PM4T","GEO638",286570791
"5YJXCDE21J","GEO638",350285099
"3GNKDBRJ0R","GEO638",275249670
"1N4AZ0CP9D","GEO638",130509690
"1G1FZ6S0XK","GEO638",277977633
"7G2CEHED3R","GEO638",265484698
"5YJ3E1EA3P","GEO638",257422336
"7SAYGDEE5P","GEO638",231084374
"1N4AZ1CP5L","GEO638",133913818
"5UXTA6C08P","GEO638",216943905
"5YJ3E1EC5M","GEO638",183489120
"7SAYGDEE3P","GEO638",249761312
"5YJ3E1EA2J","GEO638",475714928
"1G1FY6S02P","GEO638",260296886
"1N4BZ0CP5H","GEO638",270389962
"JM3KKEHAXS","GEO638",282841702
"5YJ3E1EB5M","GEO638",150046249
"ZFAFFAA48R","GEO638",281430684
"1V2GNPE86P","GEO638",220436443
"KNDJX3AE8G","GEO638",442691672
"7SAYGDEE5P","GEO638",249831067
"5YJSA1E12H","GEO638",284333227
"KM8KRDDF3R","GEO638",281716564
"7SAXCBE60N","GEO638",282186117
"5YJ3E1EB9N","GEO638",277754312
"7SAYGDEE7P","GEO638",249647562
"7SAYGDED4S","GEO638",278683877
"1G1FZ6S05K","GEO638",122078582
"1FTVW3LKXS","GEO638",283458339
"7SAYGAEE9R","GEO638",265158764
"7SAYGDEF9N","GEO638",185661766
"7SAYGDEEXP","GEO638",253329688
"1GYC3NML5T","GEO638",282631632
"5YJYGDEEXM","GEO638",278476621
"5YJ3E1EB3J","GEO638",301773377
"WA1VABGE4K","GEO638",102579865
"WA1E2AFY9P","GEO638",282456688
"5UXKT0C50G","GEO638",143561400
"7SAYGDEE5T","GEO638",280590397
"7SAXCDE57R","GEO638",287171188
"JM3KKEHAXS","GEO638",282870241
"3FMTK3SU6S","GEO638",286361953
"7SAYGDEE4P","GEO638",282314833
"3GN7DLRP5R","GEO638",272058741
"7SAYGDEE8S","GEO638",276016156
"5YJ3E1EA8L","GEO638",1851062
"5YJ3E1EB1J","GEO638",326393497
"5YJ3E1EA9P","GEO638",255100793
"5YJSA1E24G","GEO638",230675945
"7SAYGDEE2P","GEO638",220455287
"KNDCD3LD0K","GEO638",476154801
"7SAYGDEE6P","GEO638",261276487
"JM3KKCHA3S","GEO638",285252187
"7SAYGDEE9R","GEO638",268132420
"KM8KRDDF4R","GEO638",269721294
"JTDKARFP9H","GEO638",349056921
"7SAYGDEE4R","GEO638",264437694
"5YJYGDEE6M","GEO638",264907695
"7SAYGDEE2N","GEO638",214909614
"7SAYGDEE4P","GEO638",255064372
"7SAYGDEE4R","GEO638",261630050
"7SAYGDEE5N","GEO638",185525056
"1G1FW6S05P","GEO638",281140709
"5YJ3E1EBXS","GEO638",276700560
"WP0AB2Y17L","GEO638",271658551
"7SAYGDEF3P","GEO638",240825070
"5YJ3E1EAXJ","GEO638",285173451
"7SAYGDEE6P","GEO638",245546472
"3FMTK3SU3M","GEO638",147083422
"7SAYGDEE4R","GEO638",263177106
"5YJ3E1EB0P","GEO638",228556709
"JTMABABA7R","GEO638",268270866
"7SAYGDEE6P","GEO638",288655167
"1G1RB6S50J","GEO638",304634732
"5YJ3E1EB9S","GEO638",281401543
"KM8KMDDF7R","GEO638",267526577
"7SAYGDEE2P","GEO638",258128083
"1V2WNPE82P","GEO638",239503925
"1V2GNPE87P","GEO638",264885001
"YV4BR0DM7N","GEO638",276734419
"JN1CF0BB9R","GEO638",270773870
"5YJ3E1EB1J","GEO638",209123897
"7SAYGAEE6N","GEO638",244979892
"5YJ3E1EB3L","GEO638",5037574
"5YJ3E1EB9M","GEO638",178916524
"5YJ3E1ET0R","GEO638",274598124
"1FTVW1EV4P","GEO638",259125730
"5YJ3E1ET6S","GEO638",285176349
"5YJ3E1EA6S","GEO638",277372693
"YV4BR0CK9M","GEO638",167358859
"7SAYGDEE8P","GEO638",244092152
"7SAYGDEE4T","GEO638",282380227
"5YJYGAEE4M","GEO638",152143736
"WVGGNPE22N","GEO638",209566346
"7SAXCBE51S","GEO638",285229724
"1N4AZ1BV8P","GEO638",258780420
"WB523CF09R","GEO638",269760536
"1N4AZ0CP5F","GEO638",191836571
"7SAYGDEE8P","GEO638",240488594
"7SAYGAEE8S","GEO638",274700268
"KNAGV4LD2H","GEO638",192318500
"7SAYGAEE9S","GEO638",280846359
"7SAYGAEE9P","GEO638",224470571
"WMW13DJ05R","GEO638",264468830
"5YJ3E1EBXN","GEO638",260348147
"5YJYGDEE3M","GEO638",167009699
"5YJ3E1EA7N","GEO638",260293827
"JTDKN3DP6E","GEO638",172170414
"5YJ3E1EB5N","GEO638",185431830
"W1KCG2EB9R","GEO638",279076633
"YV4ED3GMXP","GEO638",287296593
"5YJYGDEE7M","GEO638",148319552
"KM8HC3A6XR","GEO638",271369493
"1V2DSPE82S","GEO638",283316274
"5YJ3E1EA8P","GEO638",245587940
"5YJ3E1EA2L","GEO638",131390822
"5YJ3E1ECXN","GEO638",186165997
"1N4AZ0CP9F","GEO638",148466965
"3FMTK4SX5P","GEO638",260577047
"7SAYGAEE1R","GEO638",273437923
"5YJ3E1EA1S","GEO638",275737157
"7SAYGDEE8P","GEO638",257384592
"5YJ3E1EA6S","GEO638",273945248
"YV4H60RC7S","GEO638",287094601
"JTMABABA0S","GEO638",284485953
"7SAYGDEE5P","GEO638",249751967
"5YJ3E1EB4K","GEO638",478387801
"JTMABABA6R","GEO638",275368551
"5YJ3E1EB1J","GEO638",263124991
"7SAYGDEE9T","GEO638",286649933
"1G1FZ6S07N","GEO638",278460752
"7SAYGDEE5P","GEO638",237955441
"7SAYGDEE9T","GEO638",286005177
"5YJ3E1EA1N","GEO638",286983777
"5YJXCBE24J","GEO638",476030908
"7SAYGDED5T","GEO638",280396973
"WMW13DJ07R","GEO638",258158729
"YV4H60DM2R","GEO638",264630663
"7SAYGDEE6P","GEO638",288386094
"5YJ3E1EB7K","GEO638",476597495
"7SAYGAEE8S","GEO638",276482426
"5YJ3E1EAXJ","GEO638",258188647
"7SAYGDEE0T","GEO638",289589716
"7SAYGDEE4S","GEO638",276531174
"7SAXCBE58P","GEO638",281895162
"7SAYGDEE7T","GEO638",283136759
"7SAYGAEEXP","GEO638",259092123
"1N4BZ0CP1G","GEO638",177468371
"5UXTA6C09N","GEO638",212073158
"2C4RC1H75J","GEO638",105028535
"7SAYGDED4P","GEO638",260010285
"7FCTGBAA6S","GEO638",285194045
"7SAYGDEEXP","GEO638",244877741
"7YAKPDDC1S","GEO638",282744822
"WB543CF03T","GEO638",287863775
"5YJSA1DP8D","GEO638",104916234
"5YJ3E1EA7P","GEO638",286161025
"5YJ3E1EA5R","GEO638",269246743
"7SAYGDEE3N","GEO638",277274308
"7PDSGBBA2S","GEO638",284499673
"7SAYGAEE7P","GEO638",229600003
"7SAYGDEE1T","GEO638",285727452
"7PDSGBBA4R","GEO638",265372572
"7UUG1GHK8T","GEO638",290765275
"5YJ3E1EC4P","GEO638",235595069
"7SAYGDEEXP","GEO638",240336204
"KMUKCDSC5R","GEO638",284182195
"WA1G2AFY2M","GEO638",287762198
"1N4AZ1BV1P","GEO638",228153376
"5YJ3E1EB2N","GEO638",185732676
"JM3KJEHAXS","GEO638",283011368
"7PDSGBBAXS","GEO638",288704223
"7SAYGDEE3P","GEO638",260476450
"5YJ3E1EBXK","GEO638",476364157
"7SAYGDEE1T","GEO638",286860507
"3GPKHZRJ1R","GEO638",275608245
"7SAYGDEE3P","GEO638",287197305
"5YJYGDEE0M","GEO638",132607821
"WP1AE2AY8S","GEO638",278996035
"KMUKEDTB0P","GEO638",288057388
"WB523CF03R","GEO638",266774679
"WA1LUBFZ4S","GEO638",281253458
"5YJ3E1EB3J","GEO638",474622424
"7SAYGDEE2P","GEO638",239988052
"KM8KRDDF4R","GEO638",269825321
"5YJ3E1EA7M","GEO638",267187427
"1GYKPURL3S","GEO638",275373941
"7SAYGDEE2R","GEO638",270156673
"7SAYGDEE1T","GEO638",286564617
"WBY73AW09P","GEO638",226033699
"1N4AZ1CPXK","GEO638",238729228
"3GN7DLRP0R","GEO638",271970821
"5YJ3E1EAXP","GEO638",261968927
"KNDPYDDH8S","GEO638",273898873
"7SAYGDEE5S","GEO638",276291956
"2C4RC1N72K","GEO638",297080570
"KNDC3DLC4R","GEO638",280243645
"7SAYGDED7T","GEO638",287576341
"7PDSGABA4R","GEO638",265030790
"7SAYGDEE2N","GEO638",220135828
"1N4BZ0CP2H","GEO638",243703533
"KNDCC3LD9L","GEO638",260577383
